licence_profile_name,document_type,title,leap_url,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,document_url
Anglo Beef Processors Ireland Unlimited Company trading as ABP Waterford - P0205,Complaint,"P0205-02, 05/07/25, Odour",https://leap.epa.ie/licence-profile/P0205/compliance/complaint/a0af2617-435b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Open,2025-07-07T00:00:00,P0205,e45b9e00-8ace-4157-b3e3-7a5d07ddea3a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=a0af2617-435b-f011-a373-0050568a2d1a
Ormonde Organics Limited (Portlaw) - W0287,Complaint,"W0287-02, 25/06/25, Odours",https://leap.epa.ie/licence-profile/W0287/compliance/complaint/fdb0e847-c451-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Closed,2025-06-25T00:00:00,W0287,6ad3c482-80ad-e611-8d41-0050568a69e2,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=fdb0e847-c451-f011-a373-0050568a2d1a
Guerbet Ireland Unlimited Company - P0050,Incident,Breach of ELV,https://leap.epa.ie/licence-profile/P0050/compliance/incident/09651c60-495b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Open,2025-07-07T00:00:00,P0050,ef9f7457-a43a-4fd3-bbdc-12082f22b1dc,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=09651c60-495b-f011-a373-0050568a2d1a
Dromod - A0275,Incident,Monitoring Equipment Issues,https://leap.epa.ie/licence-profile/A0275/compliance/incident/18ddbdcc-0a5b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Open,2025-07-07T00:00:00,A0275,8aeca53a-630f-4d59-8100-ea13e1df6b59,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=18ddbdcc-0a5b-f011-a373-0050568a2d1a
JANSSEN SCIENCES IRELAND UC - P0778,Incident,Monitoring Equipment Issues,https://leap.epa.ie/licence-profile/P0778/compliance/incident/1c8cc294-435b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Closed,2025-07-07T00:00:00,P0778,ff8e8bb5-cf35-4fb1-a789-af7571da741d,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1c8cc294-435b-f011-a373-0050568a2d1a
Ringsend - D0034,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/D0034/compliance/incident/2ba1f7a3-5c4c-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Closed,2025-06-18T00:00:00,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=2ba1f7a3-5c4c-f011-a373-0050568a2d1a
Drumabodan Landfill Site - W0063,Incident,Trigger Level Reached,https://leap.epa.ie/licence-profile/W0063/compliance/incident/51898334-145b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Open,2025-07-07T00:00:00,W0063,6c3ced43-2fb2-448e-ba04-4be281de4379,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=51898334-145b-f011-a373-0050568a2d1a
Drumsna - A0467,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/A0467/compliance/incident/67ae906e-0b5b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Open,2025-07-07T00:00:00,A0467,dc4e5ab7-4fc2-4ccb-afd4-18997c534bad,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=67ae906e-0b5b-f011-a373-0050568a2d1a
Corranure Landfill - W0077,Incident,Abatement equipment off-line,https://leap.epa.ie/licence-profile/W0077/compliance/incident/7912dec0-b558-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Closed,2025-07-04T00:00:00,W0077,f65c34d6-7c95-4321-afb4-5d17f6ce575f,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=7912dec0-b558-f011-a373-0050568a2d1a
Milford - D0342,Incident,shock load to the WWTP,https://leap.epa.ie/licence-profile/D0342/compliance/incident/8fb657ce-4b5b-f011-a373-0050568a2d1a,2025-07-07T00:00:00+00:00,Open,2025-07-07T00:00:00,D0342,ef421854-cf5e-49a3-965c-7ebbb1c7d74d,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8fb657ce-4b5b-f011-a373-0050568a2d1a
